0.743718440057488,0.125,0
0.434359216769115,0.434359216769115,2
0.434359216769115,0.434359216769115,3
0.198903492768567,0.125,1
0.743718433538229,0.434359216769115,4
0.743718440057488,0.125,5
0.734846405861254,0.125,0
0.434359216769115,0.434359216769115,2
0.743718440057488,0.562500004609812,3
0.311322016927754,0.125,1
0.125,0.343750003212844,4
0.743718440057488,0.125,5
0.45162550556693,0.125,0
0.434359216769115,0.434359216769115,2
0.125,0.125,3
0.498930634237441,0.125,1
0.125,0.343750001315401,4
0.743718440057488,0.125,5
0.743718441733993,0.125,0
0.434359216769115,0.434359216769115,2
0.434359221252664,0.434359220028744,3
0.743718441733993,0.125,1
0.125,0.343750003212844,4
0.743718440057488,0.125,5
0.455077210886712,0.125,0
0.434359221252664,0.434359220028744,2
0.434359216769115,0.434359216769115,3
0.74371843353823,0.125,1
0.743718440057488,0.343750002304906,4
0.743718440057488,0.125,5
0.487538273710612,0.125,0
0.434359220028744,0.434359220028744,2
0.125,0.125,3
0.126512451208135,0.125,1
0.125,0.125,4
0.743718440057488,0.125,5
